combination_id,freq_threshold,var_threshold,mi_threshold,corr_threshold,feature_count,performance
478,0.08,0.05,30,0.95,112,0.7354022684611762
479,0.08,0.05,30,0.98,149,0.7208709484213689
480,0.08,0.05,40,0.8,43,0.7161547817566934
481,0.08,0.05,40,0.85,51,0.7259571376696358
482,0.08,0.05,40,0.9,70,0.722085495389852
483,0.08,0.05,40,0.95,95,0.7311059878032511
484,0.08,0.05,40,0.98,123,0.732125047467237
485,0.08,0.05,50,0.8,38,0.7283158467203702
486,0.08,0.05,50,0.85,46,0.7109507192850464
487,0.08,0.05,50,0.9,62,0.7136632394154099
488,0.08,0.05,50,0.95,82,0.7230865365184196
489,0.08,0.05,50,0.98,105,0.7178113453580763
490,0.08,0.05,60,0.8,29,0.6264278228526127
491,0.08,0.05,60,0.85,36,0.6251056752564713
492,0.08,0.05,60,0.9,49,0.6329704925351486
493,0.08,0.05,60,0.95,66,0.6513300741076501
494,0.08,0.05,60,0.98,87,0.6346879111760814
495,0.08,0.05,70,0.8,25,0.6265313815734688
496,0.08,0.05,70,0.85,29,0.6315231155648157
497,0.08,0.05,70,0.9,38,0.6401182155285872
498,0.08,0.05,70,0.95,53,0.6484997972186883
499,0.08,0.05,70,0.98,68,0.6387496703361981
500,0.1,0.001,30,0.8,45,0.7130152072683319
501,0.1,0.001,30,0.85,54,0.7166032924282236
502,0.1,0.001,30,0.9,70,0.7158219461747478
503,0.1,0.001,30,0.95,96,0.7294417708025189
504,0.1,0.001,30,0.98,124,0.7260939027738144
505,0.1,0.001,40,0.8,40,0.7069393757516398
506,0.1,0.001,40,0.85,50,0.7216194856920538
507,0.1,0.001,40,0.9,66,0.7262575172002643
508,0.1,0.001,40,0.95,88,0.7357615353652466
509,0.1,0.001,40,0.98,111,0.7398195544907383
